55.46834;7.80608;-5.592993
55.47331;7.80470;-5.000000
55.47827;7.80331;-6.000000
55.48324;7.80193;-6.830475
55.48820;7.80056;-8.000000
55.49318;7.79917;-8.674804
55.49814;7.79779;-9.022654
55.50311;7.79640;-10.000000
55.46851;7.81490;-5.362568
55.47347;7.81352;-5.273691
55.47844;7.81214;-6.026077
55.48340;7.81077;-6.888730
55.48838;7.80939;-8.000000
55.49334;7.80800;-8.508501
55.49831;7.80662;-10.096553
55.50327;7.80523;-10.000000
55.46867;7.82373;-5.526428
55.47364;7.82234;-6.335950
55.47861;7.82098;-7.600182
55.48358;7.81960;-8.955722
55.48854;7.81821;-9.398426
55.49351;7.81683;-10.579753
55.49847;7.81545;-11.195103
55.50344;7.81406;-10.816150
55.46884;7.83255;-5.178103
55.47381;7.83117;-6.397117
55.47878;7.82980;-8.000000
55.48375;7.82842;-9.016525
55.48871;7.82704;-10.000000
55.49368;7.82566;-11.631927
55.49865;7.82427;-13.322422
55.50362;7.82291;-12.748665
55.46901;7.84137;-5.299709
55.47398;7.84001;-6.459741
55.47894;7.83863;-8.000000
55.48391;7.83725;-9.000000
55.48888;7.83587;-9.890062
55.49385;7.83448;-10.384005
55.49882;7.83312;-11.552115
55.50378;7.83174;-13.000000
55.46918;7.85021;-5.762575
55.47414;7.84883;-6.517995
55.47911;7.84745;-8.000000
55.48407;7.84607;-8.133397
55.48905;7.84469;-9.000000
55.49401;7.84331;-9.000000
55.49898;7.84195;-8.833138
55.50395;7.84057;-10.952675
55.46934;7.85903;-6.000000
55.47431;7.85765;-6.580618
55.47928;7.85628;-8.149494
55.48425;7.85490;-8.000000
55.48921;7.85352;-8.000000
55.49418;7.85216;-8.000000
55.49914;7.85078;-6.997288
55.50412;7.84940;-8.554055
55.46950;7.86785;-5.828986
55.47448;7.86648;-6.578914
55.47944;7.86510;-7.223556
55.48441;7.86372;-6.976096
55.48938;7.86236;-6.375261
55.49434;7.86098;-6.000000
55.49932;7.85960;-5.313883
55.50428;7.85823;-6.491634
55.46968;7.87668;-5.980135
55.47464;7.87530;-6.092756
55.47961;7.87392;-6.000000
55.48457;7.87256;-6.000000
55.48954;7.87119;-6.000000
55.49451;7.86981;-5.065151
55.49948;7.86843;-4.398596
55.50444;7.86706;-5.549888
55.46984;7.88550;-7.021850
55.47480;7.88412;-7.520491
55.47977;7.88275;-7.009366
55.48474;7.88139;-6.327658
55.48971;7.88001;-5.812413
55.49468;7.87864;-5.000000
55.49964;7.87726;-4.197374
55.50461;7.87589;-5.320217
